industry,organization_size,cloud_environment,endpoint_protection_type,region,data_sensitivity_level,employee_count,annual_revenue_inr,exposed_assets,internet_facing_assets,critical_vulnerabilities,high_vulnerabilities,average_patch_delay_days,mfa_coverage_percent,edr_coverage_percent,backup_success_rate_percent,immutable_backup_enabled,network_segmentation_score,phishing_failure_rate_percent,security_awareness_training_score,mean_time_to_detect_hours,mean_time_to_respond_hours,previous_security_incidents,third_party_vendor_risk_score,cloud_security_posture_score,privileged_accounts_count,encryption_coverage_percent,security_budget_inr,ransomware_incident,phishing_incident,data_breach_incident,ddos_incident,ransomware_impact_inr,phishing_impact_inr,data_breach_impact_inr,ddos_impact_inr
Banking & Financial Services,Enterprise (1000-5000),Multi-Cloud Enterprise,CrowdStrike Falcon,India (BFSI Regulated),Critical (Cardholder / UPI Core),8061,26783177721.98,227,74,2,6,13.3,47.8,82.0,72.3,0,0.87,3.8,0.68,7.2,14.3,1,0.23,0.83,173,78.6,700727439.9,0,0,0,0,0.0,0.0,0.0,0.0
E-Commerce & Retail,Enterprise (1000-5000),GCP Native,CrowdStrike Falcon,European Union (GDPR),High (PII + Financial KYC),2027,3553695114.09,205,14,6,15,11.6,51.6,71.6,67.2,0,0.86,29.0,0.95,13.0,20.4,0,0.31,0.39,183,89.9,96486313.32,0,0,0,0,0.0,0.0,0.0,0.0
SaaS & Cloud Provider,Mid-Market (250-1000),GCP Native,Microsoft Defender for Endpoint,North America,Moderate (Internal Confidential),2039,3748861068.08,996,54,3,11,38.2,92.3,71.3,64.4,0,0.56,34.0,0.96,20.4,88.7,1,0.25,0.36,170,79.8,120985730.05,0,0,0,0,0.0,0.0,0.0,0.0
Critical Infrastructure,Enterprise (1000-5000),Multi-Cloud Enterprise,CrowdStrike Falcon,APAC,High (PII + Financial KYC),2022,5739447260.37,36,10,1,12,36.1,77.3,86.7,84.1,0,0.76,19.8,0.77,32.9,40.3,0,0.64,0.89,21,89.0,91146207.86,0,0,0,0,0.0,0.0,0.0,0.0
Banking & Financial Services,Enterprise (1000-5000),On-Premises Legacy,SentinelOne,European Union (GDPR),Low (Public Data),8052,18114772717.32,1333,221,2,16,17.9,63.6,94.9,98.8,0,0.7,8.2,0.83,7.5,54.3,0,0.21,0.89,10,78.5,574200683.39,0,0,0,0,0.0,0.0,0.0,0.0
Banking & Financial Services,Mid-Market (250-1000),Azure Hybrid,Microsoft Defender for Endpoint,APAC,High (PII + Financial KYC),8082,22199983540.68,273,36,5,14,20.5,82.5,49.8,77.7,0,0.82,10.4,0.91,60.4,58.0,0,0.22,0.44,125,55.7,334670653.83,0,0,0,0,0.0,0.0,0.0,0.0
Critical Infrastructure,Mid-Market (250-1000),GCP Native,Microsoft Defender for Endpoint,European Union (GDPR),High (PII + Financial KYC),7983,27899853232.47,990,105,3,12,53.7,87.7,92.3,70.4,0,0.62,29.8,0.46,15.9,50.5,1,0.85,0.84,210,88.7,1233403283.42,0,0,0,0,0.0,0.0,0.0,0.0
E-Commerce & Retail,Mid-Market (250-1000),On-Premises Legacy,CrowdStrike Falcon,North America,Critical (Cardholder / UPI Core),241,837172140.77,630,96,4,12,29.0,46.8,90.9,92.7,1,0.45,33.9,0.73,11.7,15.5,0,0.53,0.92,205,84.0,31913770.51,0,1,0,0,0.0,4174295.36,0.0,0.0
SaaS & Cloud Provider,Small (50-250),On-Premises Legacy,CrowdStrike Falcon,India (BFSI Regulated),High (PII + Financial KYC),8057,17785240619.97,465,158,3,17,55.9,89.7,49.7,88.2,1,0.51,33.6,0.9,35.0,18.7,0,0.42,0.47,61,88.1,501355731.56,0,0,0,0,0.0,0.0,0.0,0.0
Banking & Financial Services,Mid-Market (250-1000),GCP Native,Microsoft Defender for Endpoint,India (BFSI Regulated),Low (Public Data),204,511601544.36,1015,348,3,10,25.6,95.8,80.5,62.9,0,0.3,18.9,0.93,24.1,13.3,0,0.39,0.41,127,54.7,14059066.43,0,0,0,1,0.0,0.0,0.0,2545303.08
E-Commerce & Retail,Small (50-250),Azure Hybrid,SentinelOne,India (BFSI Regulated),High (PII + Financial KYC),8073,26716627301.23,1499,224,4,18,30.7,45.3,97.5,70.3,0,0.42,22.7,0.98,11.0,16.5,2,0.47,0.48,119,83.8,1033871878.63,0,0,0,0,0.0,0.0,0.0,0.0
E-Commerce & Retail,Enterprise (1000-5000),GCP Native,SentinelOne,India (BFSI Regulated),Critical (Cardholder / UPI Core),8083,13614482430.5,1190,403,3,12,32.4,59.1,91.0,74.7,0,0.93,24.4,0.83,21.7,76.9,1,0.33,0.71,106,88.0,517210753.93,0,0,0,0,0.0,0.0,0.0,0.0
E-Commerce & Retail,Enterprise (1000-5000),On-Premises Legacy,CrowdStrike Falcon,European Union (GDPR),Low (Public Data),2086,5016011886.81,903,126,5,17,51.6,49.9,48.4,68.6,0,0.52,16.6,0.52,15.6,108.4,1,0.8,0.89,7,68.1,127666455.61,0,0,0,0,0.0,0.0,0.0,0.0
Healthcare,Large Enterprise (5000+),AWS Multi-Account,Microsoft Defender for Endpoint,India (BFSI Regulated),Critical (Cardholder / UPI Core),570,1285438177.08,1157,354,4,9,31.7,65.4,95.0,94.9,0,0.74,33.0,0.77,13.4,77.7,2,0.8,0.73,181,96.7,42626335.15,0,0,0,1,0.0,0.0,0.0,7813613.09
Banking & Financial Services,Enterprise (1000-5000),GCP Native,CrowdStrike Falcon,India (BFSI Regulated),High (PII + Financial KYC),2072,4329994209.91,1140,129,5,11,13.2,53.0,54.3,67.4,1,0.43,29.2,0.97,4.6,29.0,3,0.82,0.43,133,83.2,182497374.23,0,0,0,0,0.0,0.0,0.0,0.0
E-Commerce & Retail,Small (50-250),On-Premises Legacy,None,European Union (GDPR),High (PII + Financial KYC),8031,28015408051.9,1425,424,11,16,50.7,61.4,48.9,91.3,0,0.74,7.3,0.74,11.4,11.6,2,0.79,0.52,62,52.9,1217710840.52,0,0,0,1,0.0,0.0,0.0,116002405.3
Banking & Financial Services,Large Enterprise (5000+),GCP Native,None,European Union (GDPR),Critical (Cardholder / UPI Core),511,1516187378.44,1419,221,1,10,18.9,54.3,57.3,89.3,0,0.56,7.2,0.62,30.1,5.1,2,0.8,0.63,198,82.7,64586633.2,0,0,0,0,0.0,0.0,0.0,0.0
Healthcare,Large Enterprise (5000+),On-Premises Legacy,Microsoft Defender for Endpoint,North America,High (PII + Financial KYC),592,1348276438.99,1002,108,4,10,53.5,40.2,71.1,60.5,0,0.79,20.9,0.56,25.0,50.6,1,0.46,0.41,79,50.7,23613738.35,0,0,0,0,0.0,0.0,0.0,0.0
Critical Infrastructure,Mid-Market (250-1000),Azure Hybrid,SentinelOne,European Union (GDPR),Critical (Cardholder / UPI Core),223,704243763.68,525,173,3,16,33.6,41.1,89.0,71.0,1,0.5,20.1,0.6,26.0,86.5,0,0.34,0.76,106,58.1,24241944.77,0,0,0,0,0.0,0.0,0.0,0.0
Healthcare,Enterprise (1000-5000),On-Premises Legacy,SentinelOne,APAC,Moderate (Internal Confidential),569,1410740022.61,1365,155,3,17,41.2,70.4,59.4,80.2,0,0.92,3.6,0.83,14.7,131.2,0,0.4,0.78,206,69.0,31180484.17,0,0,0,0,0.0,0.0,0.0,0.0
SaaS & Cloud Provider,Large Enterprise (5000+),Multi-Cloud Enterprise,SentinelOne,North America,Low (Public Data),223,723779687.92,347,120,6,14,10.8,70.3,66.1,68.7,0,0.34,17.6,0.52,45.5,58.1,0,0.68,0.64,191,66.2,23396381.55,0,0,0,0,0.0,0.0,0.0,0.0
Banking & Financial Services,Mid-Market (250-1000),AWS Multi-Account,SentinelOne,North America,High (PII + Financial KYC),2030,4126502173.26,368,30,4,3,39.0,42.1,52.6,92.3,0,0.58,33.3,0.77,15.7,41.5,0,0.25,0.69,90,85.3,66170659.16,0,0,0,1,0.0,0.0,0.0,22563624.34
E-Commerce & Retail,Large Enterprise (5000+),On-Premises Legacy,None,India (BFSI Regulated),High (PII + Financial KYC),139,270660863.21,1213,64,4,18,7.8,81.3,60.7,65.3,0,0.32,17.3,0.76,9.7,42.5,2,0.15,0.47,43,64.7,11098862.77,0,0,0,0,0.0,0.0,0.0,0.0
Critical Infrastructure,Small (50-250),GCP Native,Microsoft Defender for Endpoint,India (BFSI Regulated),High (PII + Financial KYC),7991,15938635739.7,326,101,4,12,12.2,41.6,93.7,66.6,1,0.4,24.5,0.55,28.5,25.1,1,0.65,0.49,172,88.2,613160372.52,0,0,0,0,0.0,0.0,0.0,0.0
Banking & Financial Services,Small (50-250),GCP Native,Microsoft Defender for Endpoint,APAC,Critical (Cardholder / UPI Core),576,1484329623.7,218,49,6,15,41.9,68.7,81.8,83.2,0,0.59,25.5,0.69,23.3,69.8,1,0.51,0.41,45,63.5,34361168.35,0,0,0,0,0.0,0.0,0.0,0.0
Banking & Financial Services,Mid-Market (250-1000),On-Premises Legacy,SentinelOne,India (BFSI Regulated),Critical (Cardholder / UPI Core),8077,16821376520.72,1220,215,3,10,11.8,63.3,81.4,60.9,0,0.33,4.0,0.9,17.3,40.5,1,0.67,0.65,66,77.0,550030921.52,0,0,0,0,0.0,0.0,0.0,0.0
Healthcare,Enterprise (1000-5000),Multi-Cloud Enterprise,SentinelOne,European Union (GDPR),Moderate (Internal Confidential),561,1006568285.61,1167,87,7,17,6.5,92.1,58.5,99.2,0,0.28,11.9,0.86,88.5,83.7,0,0.59,0.53,162,81.1,44362219.65,0,0,0,0,0.0,0.0,0.0,0.0
Banking & Financial Services,Enterprise (1000-5000),On-Premises Legacy,SentinelOne,European Union (GDPR),Moderate (Internal Confidential),518,1807434523.57,1200,266,1,15,30.4,74.0,52.9,80.9,1,0.84,33.0,0.74,121.1,15.3,0,0.26,0.46,141,96.0,78860295.77,0,0,0,0,0.0,0.0,0.0,0.0
E-Commerce & Retail,Large Enterprise (5000+),Azure Hybrid,CrowdStrike Falcon,India (BFSI Regulated),High (PII + Financial KYC),2059,6796484030.6,626,105,4,10,13.2,88.5,92.9,85.7,0,0.47,19.3,0.79,27.4,49.2,1,0.61,0.33,216,51.4,246629310.12,0,0,0,0,0.0,0.0,0.0,0.0
Critical Infrastructure,Mid-Market (250-1000),Multi-Cloud Enterprise,Microsoft Defender for Endpoint,India (BFSI Regulated),Moderate (Internal Confidential),238,659265920.25,1329,259,4,14,25.3,98.9,96.0,70.0,1,0.73,34.3,0.42,19.1,12.4,0,0.83,0.65,123,65.2,14636611.22,0,0,0,0,0.0,0.0,0.0,0.0
Healthcare,Small (50-250),On-Premises Legacy,CrowdStrike Falcon,European Union (GDPR),High (PII + Financial KYC),2047,6720476525.84,630,150,6,13,17.5,50.5,47.9,97.7,1,0.56,31.6,0.45,11.6,128.7,0,0.56,0.35,200,59.9,223157094.22,0,0,1,0,0.0,0.0,57708899.57,0.0
Banking & Financial Services,Enterprise (1000-5000),AWS Multi-Account,Microsoft Defender for Endpoint,North America,High (PII + Financial KYC),139,468558641.03,940,227,3,14,23.5,43.7,73.6,73.2,1,0.76,12.0,0.62,15.1,18.2,0,0.29,0.77,171,83.9,13758786.33,0,0,0,0,0.0,0.0,0.0,0.0
Healthcare,Enterprise (1000-5000),Multi-Cloud Enterprise,Microsoft Defender for Endpoint,APAC,High (PII + Financial KYC),2071,5906940544.91,254,85,3,12,36.0,85.7,68.8,65.0,1,0.4,11.5,0.62,33.3,23.4,0,0.28,0.69,79,73.0,205074828.67,0,0,0,0,0.0,0.0,0.0,0.0
E-Commerce & Retail,Small (50-250),On-Premises Legacy,None,APAC,High (PII + Financial KYC),2084,5287857317.59,1337,329,6,15,39.4,77.3,84.9,78.0,0,0.27,14.4,0.57,8.2,178.4,1,0.28,0.54,207,76.3,220518415.44,0,0,0,0,0.0,0.0,0.0,0.0
Banking & Financial Services,Mid-Market (250-1000),AWS Multi-Account,Microsoft Defender for Endpoint,North America,Moderate (Internal Confidential),561,1831106010.86,804,122,1,6,52.3,77.4,61.3,65.0,1,0.59,19.3,0.78,11.7,121.5,3,0.64,0.73,240,53.9,67095538.62,0,0,0,0,0.0,0.0,0.0,0.0
E-Commerce & Retail,Enterprise (1000-5000),On-Premises Legacy,SentinelOne,APAC,Critical (Cardholder / UPI Core),2052,5408238875.33,861,128,4,10,40.1,58.7,78.5,98.0,1,0.68,31.7,0.75,15.1,101.6,1,0.72,0.69,156,77.6,83270209.13,0,0,1,0,0.0,0.0,60574305.43,0.0
E-Commerce & Retail,Enterprise (1000-5000),Azure Hybrid,CrowdStrike Falcon,India (BFSI Regulated),High (PII + Financial KYC),2065,3621186241.99,1061,204,3,7,36.7,46.0,49.5,79.9,0,0.91,19.0,0.8,8.0,20.1,1,0.26,0.63,140,64.7,99304005.01,0,0,0,0,0.0,0.0,0.0,0.0
E-Commerce & Retail,Mid-Market (250-1000),GCP Native,SentinelOne,India (BFSI Regulated),Low (Public Data),139,310485968.13,978,124,5,11,53.7,82.6,89.4,83.7,0,0.78,28.1,0.53,4.1,28.9,1,0.84,0.91,178,87.9,5492791.15,0,0,0,0,0.0,0.0,0.0,0.0
Banking & Financial Services,Mid-Market (250-1000),On-Premises Legacy,Microsoft Defender for Endpoint,India (BFSI Regulated),Critical (Cardholder / UPI Core),2083,4982206684.93,1217,198,4,14,15.8,72.1,57.9,79.1,0,0.86,21.5,0.4,2.0,25.3,1,0.61,0.93,121,67.8,83750450.01,0,0,0,0,0.0,0.0,0.0,0.0
E-Commerce & Retail,Large Enterprise (5000+),Multi-Cloud Enterprise,SentinelOne,APAC,High (PII + Financial KYC),502,1692110492.2,1446,437,6,9,52.9,69.6,62.0,69.2,0,0.75,10.3,0.96,12.6,27.8,1,0.41,0.82,226,51.8,34984573.39,0,0,1,0,0.0,0.0,19741213.79,0.0
Banking & Financial Services,Enterprise (1000-5000),On-Premises Legacy,CrowdStrike Falcon,North America,High (PII + Financial KYC),2086,5879121790.46,400,123,2,19,31.5,83.4,65.4,66.7,0,0.95,16.5,0.85,10.8,219.5,0,0.36,0.86,174,53.2,244319058.64,0,0,0,0,0.0,0.0,0.0,0.0
Banking & Financial Services,Mid-Market (250-1000),On-Premises Legacy,Microsoft Defender for Endpoint,India (BFSI Regulated),Critical (Cardholder / UPI Core),8056,26186472091.77,1163,277,4,12,62.1,98.3,56.2,98.1,1,0.76,16.2,0.67,21.3,7.6,0,0.67,0.57,40,65.0,1033321951.61,0,0,0,0,0.0,0.0,0.0,0.0
SaaS & Cloud Provider,Mid-Market (250-1000),On-Premises Legacy,Microsoft Defender for Endpoint,North America,Low (Public Data),8067,24323484501.35,787,176,4,20,14.9,83.7,88.7,72.5,0,0.69,34.8,0.43,4.9,50.6,0,0.52,0.92,94,66.0,764750416.36,0,0,0,0,0.0,0.0,0.0,0.0
E-Commerce & Retail,Enterprise (1000-5000),On-Premises Legacy,Microsoft Defender for Endpoint,European Union (GDPR),Critical (Cardholder / UPI Core),142,301000491.77,115,20,2,11,29.7,95.1,48.7,62.3,1,0.44,20.6,0.52,4.7,66.3,2,0.4,0.58,137,83.5,12067807.61,0,0,0,0,0.0,0.0,0.0,0.0
Banking & Financial Services,Mid-Market (250-1000),Multi-Cloud Enterprise,Legacy Antivirus,European Union (GDPR),Low (Public Data),177,519922983.54,50,12,3,14,41.1,63.5,95.4,79.9,0,0.39,5.4,0.43,29.8,108.2,1,0.23,0.84,227,64.4,21842117.5,0,0,0,0,0.0,0.0,0.0,0.0
Banking & Financial Services,Small (50-250),Multi-Cloud Enterprise,Legacy Antivirus,European Union (GDPR),Critical (Cardholder / UPI Core),8088,15291168528.3,116,33,8,14,31.4,93.0,95.3,69.6,1,0.41,21.4,0.68,11.0,141.0,0,0.58,0.91,134,87.6,268937539.27,0,0,0,0,0.0,0.0,0.0,0.0
Banking & Financial Services,Mid-Market (250-1000),On-Premises Legacy,None,APAC,Critical (Cardholder / UPI Core),2068,4790091077.26,724,196,5,10,39.7,82.9,89.7,87.9,1,0.22,21.1,0.53,16.8,70.4,3,0.49,0.78,161,77.1,201777158.75,0,0,0,0,0.0,0.0,0.0,0.0
Banking & Financial Services,Mid-Market (250-1000),GCP Native,SentinelOne,APAC,Critical (Cardholder / UPI Core),2023,6295947654.05,1089,66,4,11,72.4,61.9,96.4,74.9,0,0.38,18.4,0.71,48.4,31.4,1,0.65,0.39,86,64.9,98628438.55,0,0,0,0,0.0,0.0,0.0,0.0
Banking & Financial Services,Enterprise (1000-5000),On-Premises Legacy,None,India (BFSI Regulated),Moderate (Internal Confidential),240,653725997.72,255,68,3,12,21.8,70.0,86.1,96.9,0,0.41,13.3,0.44,5.0,10.7,0,0.84,0.86,206,62.6,26313489.91,0,0,0,0,0.0,0.0,0.0,0.0
Banking & Financial Services,Small (50-250),Multi-Cloud Enterprise,SentinelOne,European Union (GDPR),Critical (Cardholder / UPI Core),572,1802271906.81,356,94,6,16,19.5,51.9,75.4,77.2,0,0.26,10.9,0.81,24.8,51.7,1,0.47,0.38,18,65.9,58190686.62,0,0,0,0,0.0,0.0,0.0,0.0
Healthcare,Enterprise (1000-5000),Azure Hybrid,CrowdStrike Falcon,North America,Low (Public Data),2059,4137369352.12,693,55,3,14,57.5,44.8,84.0,86.7,0,0.21,9.6,0.46,11.8,18.0,1,0.83,0.89,48,65.2,65123437.56,0,0,0,0,0.0,0.0,0.0,0.0
E-Commerce & Retail,Mid-Market (250-1000),On-Premises Legacy,Microsoft Defender for Endpoint,APAC,High (PII + Financial KYC),8043,24124959718.43,304,28,3,17,36.9,67.6,45.2,93.5,0,0.58,5.9,0.58,8.1,101.8,0,0.18,0.93,80,78.9,624214204.12,0,0,0,0,0.0,0.0,0.0,0.0
E-Commerce & Retail,Small (50-250),On-Premises Legacy,CrowdStrike Falcon,North America,Critical (Cardholder / UPI Core),519,988512687.18,153,43,5,10,19.2,98.6,82.0,94.1,1,0.34,15.1,0.77,21.4,159.3,1,0.55,0.77,63,88.4,17852598.32,0,0,1,0,0.0,0.0,11650835.31,0.0
E-Commerce & Retail,Small (50-250),On-Premises Legacy,CrowdStrike Falcon,North America,Critical (Cardholder / UPI Core),485,1256445047.23,788,171,4,14,17.2,91.4,47.3,81.9,0,0.37,26.0,0.46,19.8,67.1,1,0.73,0.85,39,60.9,38427936.81,0,0,0,0,0.0,0.0,0.0,0.0
Banking & Financial Services,Large Enterprise (5000+),On-Premises Legacy,CrowdStrike Falcon,India (BFSI Regulated),Moderate (Internal Confidential),2099,4968478227.52,714,211,2,8,36.1,41.0,92.9,91.7,1,0.94,21.5,0.97,33.6,87.8,1,0.29,0.35,63,88.4,135326215.9,0,0,0,0,0.0,0.0,0.0,0.0
Critical Infrastructure,Large Enterprise (5000+),AWS Multi-Account,CrowdStrike Falcon,India (BFSI Regulated),High (PII + Financial KYC),551,1439736395.26,558,58,5,9,53.5,97.2,93.4,69.8,0,0.31,3.5,0.51,14.2,14.0,0,0.51,0.48,127,51.8,29576936.35,0,0,0,0,0.0,0.0,0.0,0.0
SaaS & Cloud Provider,Mid-Market (250-1000),On-Premises Legacy,SentinelOne,North America,Critical (Cardholder / UPI Core),227,402032174.51,279,16,5,12,25.6,67.7,51.2,83.8,1,0.24,29.7,0.42,8.2,16.7,0,0.72,0.73,67,65.5,15739617.89,0,0,0,0,0.0,0.0,0.0,0.0
SaaS & Cloud Provider,Enterprise (1000-5000),Multi-Cloud Enterprise,Microsoft Defender for Endpoint,North America,Critical (Cardholder / UPI Core),561,1246797676.33,522,51,3,16,35.8,50.6,81.7,61.3,0,0.82,15.8,0.79,5.0,12.0,1,0.5,0.86,165,67.0,39803675.22,0,0,0,0,0.0,0.0,0.0,0.0
SaaS & Cloud Provider,Enterprise (1000-5000),Multi-Cloud Enterprise,CrowdStrike Falcon,North America,Moderate (Internal Confidential),172,487414917.82,611,113,6,12,18.4,94.0,81.1,73.2,0,0.4,25.5,0.62,6.8,54.7,0,0.56,0.88,88,52.1,18549186.39,0,0,0,0,0.0,0.0,0.0,0.0
Critical Infrastructure,Large Enterprise (5000+),AWS Multi-Account,SentinelOne,North America,Moderate (Internal Confidential),2011,5262910853.79,1223,253,3,14,42.8,94.6,71.9,73.7,1,0.58,27.4,0.96,8.8,12.0,1,0.19,0.61,224,76.5,136541385.97,0,0,0,1,0.0,0.0,0.0,22952578.48
E-Commerce & Retail,Mid-Market (250-1000),On-Premises Legacy,SentinelOne,European Union (GDPR),Moderate (Internal Confidential),528,1371712065.41,915,281,1,10,73.1,90.0,46.4,94.5,0,0.83,18.2,0.45,4.3,12.7,0,0.76,0.5,51,52.6,40837228.93,0,0,0,1,0.0,0.0,0.0,6820759.42
Banking & Financial Services,Enterprise (1000-5000),GCP Native,None,North America,High (PII + Financial KYC),8053,20306929785.99,1310,346,2,18,26.9,76.7,51.2,78.7,0,0.58,28.4,0.61,7.3,32.2,0,0.16,0.54,141,81.9,453424412.43,0,0,0,0,0.0,0.0,0.0,0.0
E-Commerce & Retail,Small (50-250),On-Premises Legacy,Microsoft Defender for Endpoint,APAC,Low (Public Data),8077,27363016836.77,1041,361,1,12,33.0,54.0,80.6,89.3,1,0.87,22.5,0.74,18.5,28.3,2,0.51,0.57,30,82.1,415011938.52,0,0,0,0,0.0,0.0,0.0,0.0
E-Commerce & Retail,Mid-Market (250-1000),Multi-Cloud Enterprise,Microsoft Defender for Endpoint,India (BFSI Regulated),Moderate (Internal Confidential),216,727734109.51,103,7,3,7,17.4,54.2,73.6,78.6,0,0.7,28.5,0.72,5.0,36.9,0,0.48,0.68,131,58.8,31647157.65,0,0,0,0,0.0,0.0,0.0,0.0
E-Commerce & Retail,Large Enterprise (5000+),Azure Hybrid,CrowdStrike Falcon,APAC,High (PII + Financial KYC),148,328602911.95,429,38,4,8,26.4,97.0,47.5,72.4,0,0.66,24.9,0.68,45.2,64.0,2,0.21,0.77,142,53.9,13617584.35,0,0,0,0,0.0,0.0,0.0,0.0
E-Commerce & Retail,Mid-Market (250-1000),Azure Hybrid,CrowdStrike Falcon,India (BFSI Regulated),High (PII + Financial KYC),2063,4546418817.8,1199,90,2,19,7.1,56.4,72.9,97.1,0,0.77,8.2,0.62,31.6,3.7,0,0.31,0.33,116,54.3,78889945.82,0,0,0,0,0.0,0.0,0.0,0.0
Banking & Financial Services,Mid-Market (250-1000),GCP Native,CrowdStrike Falcon,India (BFSI Regulated),High (PII + Financial KYC),531,1385802160.88,347,73,3,10,6.4,64.9,90.9,84.7,0,0.36,10.7,0.88,17.0,29.2,0,0.66,0.74,176,63.1,28884655.81,0,0,0,0,0.0,0.0,0.0,0.0
Healthcare,Small (50-250),On-Premises Legacy,Microsoft Defender for Endpoint,India (BFSI Regulated),Critical (Cardholder / UPI Core),181,306109474.86,365,47,3,21,42.7,84.4,93.1,85.3,0,0.33,16.6,0.48,53.4,49.7,1,0.78,0.77,249,88.5,11172525.56,0,0,0,0,0.0,0.0,0.0,0.0
Critical Infrastructure,Enterprise (1000-5000),AWS Multi-Account,None,APAC,Low (Public Data),163,343280184.45,942,240,1,23,15.4,88.6,82.6,79.4,1,0.83,15.1,0.69,5.6,54.1,0,0.27,0.74,62,78.4,7921570.06,0,0,0,1,0.0,0.0,0.0,1313844.11
E-Commerce & Retail,Enterprise (1000-5000),On-Premises Legacy,CrowdStrike Falcon,India (BFSI Regulated),Moderate (Internal Confidential),2038,3998016198.21,116,10,5,16,13.1,64.3,80.8,67.3,0,0.88,12.9,0.73,8.9,156.2,2,0.82,0.84,169,79.0,141308267.78,0,0,0,0,0.0,0.0,0.0,0.0
E-Commerce & Retail,Mid-Market (250-1000),GCP Native,CrowdStrike Falcon,North America,Low (Public Data),581,1131078794.61,656,53,1,18,19.6,63.3,86.5,93.0,1,0.32,17.8,0.91,4.2,30.2,3,0.28,0.95,83,74.0,26382204.27,0,0,0,0,0.0,0.0,0.0,0.0
Banking & Financial Services,Large Enterprise (5000+),GCP Native,CrowdStrike Falcon,North America,High (PII + Financial KYC),560,1555126189.0,202,37,2,16,5.7,61.1,52.2,89.2,0,0.6,19.7,0.56,9.5,35.7,0,0.58,0.53,48,79.6,34308802.89,0,0,0,0,0.0,0.0,0.0,0.0
Healthcare,Small (50-250),GCP Native,SentinelOne,European Union (GDPR),Critical (Cardholder / UPI Core),237,537682058.48,1370,222,4,12,8.3,62.9,55.3,75.1,1,0.33,32.1,0.56,13.2,48.8,0,0.61,0.4,174,96.7,10154693.33,0,0,0,0,0.0,0.0,0.0,0.0
SaaS & Cloud Provider,Mid-Market (250-1000),Azure Hybrid,Microsoft Defender for Endpoint,European Union (GDPR),High (PII + Financial KYC),484,891687114.77,833,248,5,7,6.5,84.7,71.2,97.0,0,0.22,12.6,0.87,16.8,76.3,0,0.62,0.85,241,92.0,17611585.56,0,0,0,0,0.0,0.0,0.0,0.0
E-Commerce & Retail,Large Enterprise (5000+),On-Premises Legacy,Microsoft Defender for Endpoint,European Union (GDPR),High (PII + Financial KYC),545,1784953311.04,915,275,4,11,39.8,43.7,69.4,73.6,1,0.58,4.8,0.56,63.9,42.3,0,0.68,0.33,152,51.8,72700697.42,0,0,0,1,0.0,0.0,0.0,10221967.44
SaaS & Cloud Provider,Mid-Market (250-1000),On-Premises Legacy,CrowdStrike Falcon,North America,Moderate (Internal Confidential),520,1689114635.46,680,57,5,13,15.7,87.2,55.0,61.5,0,0.65,13.0,0.43,14.2,22.4,0,0.54,0.42,11,68.6,71427322.51,0,0,0,1,0.0,0.0,0.0,10436609.62
Healthcare,Mid-Market (250-1000),AWS Multi-Account,Microsoft Defender for Endpoint,APAC,High (PII + Financial KYC),8013,25841330812.53,964,283,5,6,45.1,52.7,81.6,70.3,1,0.55,25.9,0.7,27.8,20.7,0,0.17,0.93,115,87.6,917377502.08,0,1,0,0,0.0,137073440.17,0.0,0.0
E-Commerce & Retail,Mid-Market (250-1000),GCP Native,CrowdStrike Falcon,European Union (GDPR),Moderate (Internal Confidential),533,1216034108.45,821,180,6,11,12.9,49.5,85.0,74.6,1,0.79,15.2,0.84,12.0,27.5,0,0.52,0.88,92,97.5,45180999.53,0,0,0,0,0.0,0.0,0.0,0.0
Banking & Financial Services,Enterprise (1000-5000),GCP Native,Microsoft Defender for Endpoint,North America,Moderate (Internal Confidential),7999,12910105291.26,397,79,4,13,49.8,47.1,59.6,92.4,0,0.37,9.2,0.49,24.9,12.0,1,0.73,0.54,89,59.0,553216999.0,0,0,0,0,0.0,0.0,0.0,0.0
E-Commerce & Retail,Small (50-250),Multi-Cloud Enterprise,CrowdStrike Falcon,India (BFSI Regulated),Moderate (Internal Confidential),589,1009242097.08,1130,88,2,12,52.5,53.9,61.9,91.1,1,0.89,15.4,0.84,10.4,27.4,0,0.55,0.85,16,80.5,32462678.44,0,0,0,0,0.0,0.0,0.0,0.0
Healthcare,Large Enterprise (5000+),Multi-Cloud Enterprise,SentinelOne,APAC,High (PII + Financial KYC),533,1093767253.04,699,190,5,13,29.0,89.2,58.9,77.1,0,0.62,26.0,0.61,9.8,24.9,0,0.26,0.41,144,94.0,19747689.4,0,0,0,0,0.0,0.0,0.0,0.0
Healthcare,Enterprise (1000-5000),Azure Hybrid,Microsoft Defender for Endpoint,APAC,Moderate (Internal Confidential),590,1144564604.85,1178,79,4,16,19.8,71.7,60.0,87.7,0,0.6,6.0,0.95,53.2,14.4,0,0.29,0.89,107,68.4,51210758.82,0,0,0,0,0.0,0.0,0.0,0.0
E-Commerce & Retail,Small (50-250),On-Premises Legacy,SentinelOne,North America,Low (Public Data),195,633354391.86,109,14,4,11,36.3,55.9,64.7,69.0,0,0.54,25.3,0.45,30.3,12.2,0,0.5,0.58,162,68.2,22172754.29,0,0,0,0,0.0,0.0,0.0,0.0
